companyFullName,companyLabelList,financeStage,companySize,city,salary,secondType,workYear,education,positionName,positionLables,positionAdvantage,maxsalary,minsalary,avesalary,name,belong
上海大秉信息科技有限公司,"['设计公司', '想象力第一', '注重创新', '只要有才华的']",未融资,15-50人,上海,3k-4k,交互,应届毕业生,本科,交互实习设计师,"['界面设计', '移动交互', '交互', '用户体验']",各种有趣的项目；技能的快速成长,4k,3k,3.5,网页交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,15k-30k,交互,3-5年,不限,在线教育高级交互设计师,"['移动互联网', '交互', '设计']",亿万用户 薪酬福利,30k,15k,22.5,无线交互设计师,交互设计
广州酷麦信息科技有限公司,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",不需要融资,50-150人,广州,2k-4k,交互,应届毕业生,大专,设计师实习生,"['游戏', 'UI', '设计']","免费下午茶,员工旅游,周末双休,弹性工作",4k,2k,3.0,网页交互设计师,交互设计
北京干燥文化传媒有限公司,"['弹性工作', '扁平管理', '岗位晋升', '五险一金']",A轮,15-50人,北京,8k-16k,交互,不限,不限,动效设计师,"['视频', 'AI软件', 'PS']",职位诱惑： 工作氛围宽松 团队年轻 免费午餐,16k,8k,12.0,网页交互设计师,交互设计
北京銘阔建筑工程有限公司,['无特殊要求'],未融资,少于15人,北京,5k-6k,交互,不限,不限,设计师,['设计'],家庭室内装修设计出图360℃全景全程跟单,6k,5k,5.5,网页交互设计师,交互设计
百度在线网络技术（北京）有限公司,"['股票期权', '弹性工作', '五险一金', '免费班车']",不需要融资,2000人以上,北京,15k-30k,交互,3-5年,本科,交互设计师,"['移动互联网', '交互', '用户体验']",福利高，大平台，发展机会，优秀的团队,30k,15k,22.5,无线交互设计师,交互设计
天津市神州商龙科技股份有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",上市公司,500-2000人,天津,7k-12k,交互,3-5年,大专,交互设计师,"['移动互联网', '移动交互', '用户体验', '交互']",福利待遇优厚,12k,7k,9.5,无线交互设计师,交互设计
成都爱车保信息技术有限公司,['无特殊要求'],不需要融资,150-500人,成都,5k-8k,交互,3-5年,大专,设计师,"['电商', '设计']",五险一金、朝九晚五、周末双休、绩效奖金,8k,5k,6.5,网页交互设计师,交互设计
广州经传多赢投资咨询有限公司,"['绩效奖金', '年度旅游', '扁平管理', '技能培训']",不需要融资,2000人以上,广州,6k-10k,交互,1-3年,本科,交互设计师（产品经理方向）,"['移动互联网', '交互', '用户体验', 'UI', '界面设计']",专业成熟团队 多样下午茶 不定期团建,10k,6k,8.0,硬件交互设计师,交互设计
深圳云之家网络有限公司,"['节日礼物', '股票期权', '带薪年假', '年度旅游']",A轮,150-500人,深圳,13k-20k,交互,3-5年,本科,交互设计师,"['交互', '无线交互', '移动交互', '网页交互']","发展空间大,精英团队,领导超好,精英管理",20k,13k,16.5,网页交互设计师,交互设计
贝壳找房（北京）科技有限公司,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",上市公司,2000人以上,北京,25k-40k,交互,5-10年,本科,UX设计师,"['交互', 'UI']",免费三餐,40k,25k,32.5,网页交互设计师,交互设计
易玩（上海）网络科技有限公司,"['年底双薪', '绩效奖金', '交通补助', '带薪年假']",B轮,50-150人,上海,20k-30k,交互,3-5年,本科,资深交互设计师-B端交互方向G00146,['游戏'],知名团队 福利好 环境优,30k,20k,25.0,网页交互设计师,交互设计
北京金堤科技有限公司,"['专项奖金', '股票期权', '带薪年假', '定期体检']",不需要融资,500-2000人,北京,15k-25k,交互,3-5年,本科,UI设计师（Web方向）,"['UI', '交互', '用户体验']",职业发展,25k,15k,20.0,硬件交互设计师,交互设计
深圳市城市屋超科技有限公司,"['扁平管理', '岗位晋升', '五险一金', '带薪年假']",未融资,150-500人,深圳,15k-25k,交互,3-5年,本科,交互设计师,"['用户体验', '移动交互', 'Axure', 'Sketch']",专业团队、高潜力平台,25k,15k,20.0,硬件交互设计师,交互设计
北京点石经纬科技有限公司,"['五险一金', '带薪年假', '节日礼物', '午餐补助']",B轮,500-2000人,北京,15k-25k,交互,3-5年,本科,高级交互设计师,"['教育', '交互', '用户体验']",发展有前途,25k,15k,20.0,硬件交互设计师,交互设计
维沃移动通信有限公司,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",不需要融资,2000人以上,深圳,25k-50k,交互,3-5年,本科,交互设计师(007973),['移动互联网'],"股票期权,精英团队,弹性工作",50k,25k,37.5,无线交互设计师,交互设计
深圳市超级猩猩健身管理有限公司,"['岗位晋升', '扁平管理', '五险一金', '带薪年假']",D轮及以上,150-500人,深圳,20k-25k,交互,3-5年,大专,交互设计师,"['设计', '交互']","颜值高团队,扁平化管理,老板好,员工福利",25k,20k,22.5,无线交互设计师,交互设计
杭州涂鸦信息技术有限公司,"['5星办公环境', '年底奖金', '团队牛B', '五险一金']",C轮,500-2000人,杭州,15k-30k,交互,5-10年,本科,交互设计师,"['电商', '移动互联网', '硬件交互', 'B端产品', '交互', '移动交互']","独角兽,不打卡,福利众多",30k,15k,22.5,硬件交互设计师,交互设计
中移（苏州）软件技术有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",不需要融资,500-2000人,苏州,15k-25k,交互,3-5年,本科,交互设计师(J10644),"['云计算', '大数据', '交互', '用户体验']",五险一金、交通补贴、餐饮补贴、通讯补贴,25k,15k,20.0,无线交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,['交互'],上升空间、弹性工时,28k,20k,24.0,硬件交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,"['交互', '网页交互', '用户体验']",弹性工时、午餐补贴、周末双休,28k,20k,24.0,硬件交互设计师,交互设计
上海漫微信息技术有限公司,"['年底双薪', '带薪年假', '专项奖金', '绩效奖金']",B轮,500-2000人,上海,15k-25k,交互,3-5年,本科,交互设计师-转产品经理,"['交互', '用户体验']",海底捞背景 研发团队强大,25k,15k,20.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,"['交互', '用户体验']",弹性工时、午餐补贴、上升空间,28k,20k,24.0,硬件交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,广州,13k-26k,交互,不限,本科,APP交互设计师,"['游戏', '交互', '用户体验']","重点项目,发展空间大,薪资福利好",26k,13k,19.5,无线交互设计师,交互设计
中移（苏州）软件技术有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",不需要融资,500-2000人,苏州,15k-25k,交互,1-3年,本科,产品设计师 （交互/视觉）(J10420),"['B端产品', 'Axure', 'Sketch', 'Principle']",五险一金、交通补贴、餐饮补贴、通讯补贴,25k,15k,20.0,无线交互设计师,交互设计
维沃移动通信有限公司,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",不需要融资,2000人以上,杭州,25k-50k,交互,3-5年,本科,交互设计师(007976),['移动互联网'],"股票期权,精英团队,弹性工作",50k,25k,37.5,无线交互设计师,交互设计
风变科技（深圳）有限公司,"['专项奖金', '带薪年假', '定期体检', '六险一金']",B轮,500-2000人,深圳,15k-25k,交互,3-5年,本科,交互设计师,"['交互', '网页交互', 'B端产品', 'C端产品']",清华北大博士一大堆 就差你一个,25k,15k,20.0,无线交互设计师,交互设计
成都延华西部健康医疗信息产业研究院有限公司,"['股票期权', '绩效奖金', '带薪年假', '交通补助']",上市公司,150-500人,成都,8k-15k,交互,1-3年,本科,ue交互设计师,"['医疗健康', '交互', '用户体验', '设计']",工作环境好 团队氛围融洽,15k,8k,11.5,网页交互设计师,交互设计
北京顺丰同城科技有限公司,['无特殊要求'],不需要融资,500-2000人,北京,12k-20k,交互,1-3年,本科,ue设计师,"['用户体验', '交互', 'B端产品', 'C端产品']",团队气氛好 发展空间大,20k,12k,16.0,网页交互设计师,交互设计
北京顺丰同城科技有限公司,['无特殊要求'],不需要融资,500-2000人,北京,15k-30k,交互,3-5年,本科,交互设计师,"['移动交互', '网页交互', 'B端产品', 'C端产品']",团队气氛好 发展空间大,30k,15k,22.5,网页交互设计师,交互设计
拾梦文化发展（上海）有限公司,"['股票期权', '绩效奖金', '节日礼物', '弹性工作']",A轮,50-150人,上海,16k-25k,交互,3-5年,大专,ue交互设计师,"['交互', '设计', 'UI']","每日水果,临近地铁",25k,16k,20.5,硬件交互设计师,交互设计
上海云思智慧信息技术有限公司,['无特殊要求'],未融资,150-500人,上海,10k-20k,交互,3-5年,本科,资深交互设计师,"['交互', '用户体验', '硬件交互']",B端产品 物联网相关 餐补,20k,10k,15.0,无线交互设计师,交互设计
北京翼鸥教育科技有限公司,"['节日礼物', '技能培训', '不限量零食', '岗位晋升']",B轮,150-500人,北京,20k-35k,交互,5-10年,本科,交互设计师,"['工具软件', '教育', '交互', '用户体验', 'UI']",六险一金 氛围open 晋升迅速 下午茶,35k,20k,27.5,网页交互设计师,交互设计
上海轻轻信息科技有限公司,"['顶级VC投资', '央视报道', '赛道第一', '产品驱动']",D轮及以上,2000人以上,上海,8k-13k,交互,1-3年,本科,交互设计师,"['移动互联网', '交互', '设计', '网页交互']",发展晋升快 免费下午茶 团队氛围好,13k,8k,10.5,网页交互设计师,交互设计
北京江海沐晖科技有限公司,"['年底双薪', '节日礼物', '弹性工作', '岗位晋升']",不需要融资,150-500人,深圳,8k-15k,交互,1-3年,本科,交互设计师,"['金融', '交互', '用户体验']",带薪年假 健康体检 每月团建,15k,8k,11.5,无线交互设计师,交互设计
上海众言网络科技有限公司,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",C轮,150-500人,上海,15k-30k,交互,3-5年,本科,交互设计师（产品经理）,"['交互', '用户体验', 'B端产品']",职业晋升 五险一金 团队建设 领导NICE,30k,15k,22.5,网页交互设计师,交互设计
中移在线服务有限公司,['无特殊要求'],不需要融资,2000人以上,郑州,12k-24k,交互,3-5年,本科,交互设计师,"['电商', '交互', '移动交互', '用户体验', 'C端产品']","前景大,产品牛,领导好,扁平化",24k,12k,18.0,无线交互设计师,交互设计
支付宝（杭州）信息技术有限公司,"['年底双薪', '带薪年假', '股票期权', '绩效奖金']",B轮,2000人以上,杭州,20k-40k,交互,1-3年,本科,资深交互设计师 / 专家,"['网页交互', 'B端产品', 'C端产品']",AntD、AntV、语雀、云凤蝶,40k,20k,30.0,无线交互设计师,交互设计
北京江海沐晖科技有限公司,"['年底双薪', '节日礼物', '弹性工作', '岗位晋升']",不需要融资,150-500人,深圳,15k-25k,交互,5-10年,本科,资深交互设计师,"['金融', '交互', '用户体验']",带薪年假 健康体检 每月团建,25k,15k,20.0,无线交互设计师,交互设计
上海艺土界面设计有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",不需要融资,50-150人,北京,7k-10k,交互,应届毕业生,硕士,交互设计师,"['移动互联网', '金融', '用户体验', '移动交互', '网页交互', 'Sketch']",年度旅游季度奖金 五险一金 全年13薪,10k,7k,8.5,硬件交互设计师,交互设计
广东美的制冷设备有限公司,"['年底双薪', '免费班车', '带薪年假', '岗位晋升']",上市公司,2000人以上,广州,20k-30k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验']","500强,车补房补,带薪年假",30k,20k,25.0,硬件交互设计师,交互设计
上海坤亿信息技术有限公司,"['绩效奖金', '管理规范', '五险一金', '交通补助']",不需要融资,150-500人,上海,15k-18k,交互,3-5年,本科,ux交互设计师,"['交互', '用户体验', '思维导图', '界面设计']",五险一金，加班少,18k,15k,16.5,无线交互设计师,交互设计
武汉佰钧成技术有限责任公司,"['带薪年假', '计算机软件', '管理规范', '定期体检']",不需要融资,2000人以上,杭州,15k-24k,交互,5-10年,本科,交互设计师,"['交互', '用户体验']",六险一金，双休，朝九晚六,24k,15k,19.5,无线交互设计师,交互设计
佳都新太科技股份有限公司,"['股票期权', '通讯津贴', '定期体检', '交通补助']",上市公司,2000人以上,广州,18k-25k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验', '设计']",上市公司+有竞争力的薪资待遇+股权激励,25k,18k,21.5,网页交互设计师,交互设计
